No,mon1,mon2,SMILES,polymer_class,thermal_conductivity
195,O=C(O)COc1cccc(OCC(=O)O)c1,Nc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(N)cc3)cc2)cc1,*Nc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(NC(=O)COc4cccc(OCC(*)=O)c4)cc3)cc2)cc1,polyamide,0.251 
196,O=C=Nc1ccc(N=C=O)cc1,Oc1nc(O)c2cc[nH]c2n1,*Oc1nc(OC(=O)Nc2ccc(NC(*)=O)cc2)c2cc[nH]c2n1,polyurethane,0.248 
197,O=C(O)c1cc[nH]c1C(=O)O,Nc1ccc(NC(=O)c2ccc(N)cc2)cc1,*Nc1ccc(NC(=O)c2ccc(NC(=O)c3[nH]ccc3C(*)=O)cc2)cc1,polyamide,0.248 
198,O=C(O)c1ccsc1C(=O)O,Nc1ccc(NC(=O)c2ccc(N)cc2)cc1,*Nc1ccc(NC(=O)c2ccc(NC(=O)c3ccsc3C(*)=O)cc2)cc1,polyamide,0.247 
199,O=C(O)Cc1sccc1C(=O)O,Nc1ccc(NC(=O)c2ccc(N)cc2)cc1,*Nc1ccc(C(=O)Nc2ccc(NC(=O)c3ccsc3CC(*)=O)cc2)cc1,polyamide,0.246 
200,O=C(O)c1ccc(OC(=O)c2ccc(O)cc2)cc1,O=C(O)c1cc(=O)oc2ccc(O)cc12,*Oc1ccc(C(=O)Oc2ccc(C(=O)Oc3ccc4oc(=O)cc(C(*)=O)c4c3)cc2)cc1,polyester,0.246 
201,O=C=Nc1ccc(N=C=O)cc1,OCc1ccc(CO)[nH]1,*OCc1ccc(COC(=O)Nc2ccc(NC(*)=O)cc2)[nH]1,polyurethane,0.244 
202,O=C(O)c1ccsc1C(=O)O,Nc1ccc2c(c1)=c1ccc(N)cc1=2,*Nc1ccc2c(c1)=c1ccc(NC(=O)c3ccsc3C(*)=O)cc1=2,polyamide,0.243 
203,O=C(O)Cc1sccc1C(=O)O,Nc1ccc(NC(=O)c2ccc(N)cc2)cc1,*Nc1ccc(C(=O)Nc2ccc(NC(=O)Cc3sccc3C(*)=O)cc2)cc1,polyamide,0.240 
204,O=C(O)Cc1sccc1C(=O)O,Nc1ccc(NC(=O)c2ccc(N)cc2)cc1,*Nc1ccc(NC(=O)c2ccc(NC(=O)Cc3sccc3C(*)=O)cc2)cc1,polyamide,0.239 
205,O=C(O)c1cc[nH]c1C(=O)O,Nc1ccc2c(c1)=c1ccc(N)cc1=2,*Nc1ccc2c(c1)=c1ccc(NC(=O)c3cc[nH]c3C(*)=O)cc1=2,polyamide,0.236 
206,O=C(O)c1cc[nH]c1C(=O)O,Nc1ccc(NC(=O)c2ccc(N)cc2)cc1,*Nc1ccc(NC(=O)c2ccc(NC(=O)c3cc[nH]c3C(*)=O)cc2)cc1,polyamide,0.235 
207,O=C(O)Cc1sccc1C(=O)O,Nc1ccc(C(=O)Nc2ccc(NC(=O)c3ccc(N)cc3)cc2)cc1,*Nc1ccc(C(=O)Nc2ccc(NC(=O)c3ccc(NC(=O)c4ccsc4CC(*)=O)cc3)cc2)cc1,polyamide,0.232 
208,O=C(O)Cc1sccc1C(=O)O,Nc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(N)cc3)cc2)cc1,*Nc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(NC(=O)Cc4sccc4C(*)=O)cc3)cc2)cc1,polyamide,0.229 
209,O=C=Nc1ccc(N=C=O)cc1,OCc1cocc1CO,*OCc1cocc1COC(=O)Nc1ccc(NC(*)=O)cc1,polyurethane,0.229 
210,O=C=Nc1cccc(N=C=O)c1,OCc1ccc(CO)[nH]1,*OCc1ccc(COC(=O)Nc2cccc(NC(*)=O)c2)[nH]1,polyurethane,0.228 
211,O=C(O)c1cc(O)[nH]c(=O)c1,,*Oc1cc(C(*)=O)cc(=O)[nH]1,polyester,0.227 
212,O=C1OC(=O)C2C3C=CC(C12)C1C(=O)OC(=O)C31,Nc1ccc(N)[nH]1,*c1ccc(N2C(=O)C3C4C=CC(C5C(=O)N(*)C(=O)C45)C3C2=O)[nH]1,polyimide,0.226 
213,O=C=Nc1ccc(N=C=O)cc1,O=c1c2cc3c(=O)n(CCO)c(=O)c3cc2c(=O)n1CCO,*OCCn1c(=O)c2cc3c(=O)n(CCOC(=O)Nc4ccc(NC(*)=O)cc4)c(=O)c3cc2c1=O,polyurethane,0.225 
214,O=C1COC(=O)CN1,,*OCC(=O)NCC(*)=O,polyester,0.219 
215,O=C(O)c1cc[nH]c1C(=O)O,Nc1ccc(N)cc1,*Nc1ccc(NC(=O)c2[nH]ccc2C(*)=O)cc1,polyamide,0.219 
216,O=C=Nc1cccc(N=C=O)c1,O=c1c2cc3c(=O)n(CCO)c(=O)c3cc2c(=O)n1CCO,*OCCn1c(=O)c2cc3c(=O)n(CCOC(=O)Nc4cccc(NC(*)=O)c4)c(=O)c3cc2c1=O,polyurethane,0.212 
217,O=C(O)c1cc[nH]c1C(=O)O,Nc1ccc2c(c1)=c1ccc(N)cc1=2,*Nc1ccc2c(c1)=c1ccc(NC(=O)c3[nH]ccc3C(*)=O)cc1=2,polyamide,0.208 
218,O=C(O)c1cc(=O)oc2ccc(O)cc12,O=C(O)c1ccc(OC(=O)c2ccc(O)cc2)cc1,*Oc1ccc2oc(=O)cc(C(=O)Oc3ccc(C(=O)Oc4ccc(C(*)=O)cc4)cc3)c2c1,polyester,0.204 
219,O=C(O)Cc1sccc1C(=O)O,Nc1ccc(N)cc1,*Nc1ccc(NC(=O)c2ccsc2CC(*)=O)cc1,polyamide,0.201 
220,O=C=Nc1ccc(N=C=O)cc1,OC1NC(=S)NC1O,*OC1NC(=S)NC1OC(=O)Nc1ccc(NC(*)=O)cc1,polyurethane,0.197 
221,O=C(O)Cc1sccc1C(=O)O,Nc1ccc(N)cc1,*Nc1ccc(NC(=O)Cc2sccc2C(*)=O)cc1,polyamide,0.196 
222,O=C1OC(=O)C2C3C=CC(C12)C1C(=O)OC(=O)C31,CC(=O)Nc1cc(NC(C)=O)c(N)cc1N,*c1cc(N2C(=O)C3C4C=CC(C5C(=O)N(*)C(=O)C45)C3C2=O)c(NC(C)=O)cc1NC(C)=O,polyimide,0.185 
223,NC(=O)C1CO1,,*CC(O*)C(N)=O,polyether,0.184 
224,O=C=Nc1ccc(N=C=O)cc1,O=c1[nH]c(=S)[nH]c(O)c1Cc1c(O)[nH]c(=S)[nH]c1=O,*Oc1[nH]c(=S)[nH]c(=O)c1Cc1c(OC(=O)Nc2ccc(NC(*)=O)cc2)[nH]c(=S)[nH]c1=O,polyurethane,0.182 
225,O=C=Nc1ccc(N=C=O)cc1,OCN1c2nonc2N(CO)c2nonc21,*OCN1c2nonc2N(COC(=O)Nc2ccc(NC(*)=O)cc2)c2nonc21,polyurethane,0.182 
226,C=CC(O)CO,O=C1CC(CO)=NC=C1O,*C(CC1N=C(CO)CC(=O)C1(*)O)C(O)CO,polyolefin,0.176 
227,O=C(O)c1cc(O)co1,O=C(O)c1cc(O)[nH]c(=O)c1,*Oc1coc(C(=O)Oc2cc(C(*)=O)cc(=O)[nH]2)c1,polyester,0.176 
228,C=CC(O)CO,O=C1CC(CO)=NC=C1O,*CC(C(O)CO)C1(O)C(=O)CC(CO)=NC1*,polyolefin,0.176 
229,C=CC(O)CO,OC1C=CCCCC1O,*CC(C(O)CO)C1CCCC(O)C(O)C1*,polyolefin,0.173 
230,O=C(O)c1cc(=O)oc2ccc(O)cc12,O=C(O)c1cc(O)[nH]c(=O)c1,*Oc1ccc2oc(=O)cc(C(=O)Oc3cc(C(*)=O)cc(=O)[nH]3)c2c1,polyester,0.172 
231,C=CC(O)CO,OC1=CCC(O)CC1,*CC(C(O)CO)C1CC(O)CCC1(*)O,polyolefin,0.171 
232,C=CC(O)CO,O=C1CC(CO)=NC=C1O,*CC(C(O)CO)C1N=C(CO)CC(=O)C1(*)O,polyolefin,0.171 
233,C=CC(O)CO,OC1=CCC(O)CC1,*CC(C(O)CO)C1(O)CCC(O)CC1*,polyolefin,0.170 
234,NC(=O)C1CO1,,*OCC(*)C(N)=O,polyether,0.168 
235,O=C1OC(=O)C2C3C=CC(C12)C1C(=O)OC(=O)C31,NC(=O)Nc1nc(N)nc(N)n1,*c1nc(NC(N)=O)nc(N2C(=O)C3C4C=CC(C5C(=O)N(*)C(=O)C45)C3C2=O)n1,polyimide,0.167 
236,C=CC(O)CO,OC1C=CCCCC1O,*CC(C(O)CO)C1C(*)CCCC(O)C1O,polyolefin,0.167 
237,C=CC(O)CO,OC1C=CCCCC1O,*C(CC1CCCC(O)C(O)C1*)C(O)CO,polyolefin,0.165 
238,O=C(O)c1ccncc1O,O=C(O)c1cc(O)[nH]c(=O)c1,*Oc1cnccc1C(=O)Oc1cc(C(*)=O)cc(=O)[nH]1,polyester,0.164 
239,C=CNC(N)=O,OC1=CCC(O)CC1,*CC(NC(N)=O)C1(O)CCC(O)CC1*,polyolefin,0.162 
240,C=CC(O)CO,OC1C=CCCCC1O,*C(CC1C(*)CCCC(O)C1O)C(O)CO,polyolefin,0.162 
241,C=CC(O)CO,O=C1CC(CO)=NC=C1O,*C(CC1(O)C(=O)CC(CO)=NC1*)C(O)CO,polyolefin,0.160 
242,C=CC(O)CO,OC1=CCC(O)CC1,*C(CC1CC(O)CCC1(*)O)C(O)CO,polyolefin,0.157 
243,O=C1OC(=O)C2C3C=CC(C12)C1C(=O)OC(=O)C31,Nc1nnnn1N=CC=Nn1nnnc1N,*c1nnnn1N=CC=Nn1nnnc1N1C(=O)C2C3C=CC(C4C(=O)N(*)C(=O)C34)C2C1=O,polyimide,0.157 
244,O=C(O)c1cc(O)[nH]c(=O)c1,O=C(O)c1cc(=O)oc2ccc(O)cc12,*Oc1cc(C(=O)Oc2ccc3oc(=O)cc(C(*)=O)c3c2)cc(=O)[nH]1,polyester,0.156 
245,C=CNC(N)=O,OC1=CCC(O)CC1,*CC(NC(N)=O)C1CC(O)CCC1(*)O,polyolefin,0.155 
246,O=C(O)c1cc(O)[nH]c(=O)c1,O=C(O)c1cnncc1O,*Oc1cc(C(=O)Oc2cnncc2C(*)=O)cc(=O)[nH]1,polyester,0.153 
247,O=C(O)c1cscc1O,O=C(O)c1cc(O)[nH]c(=O)c1,*Oc1cscc1C(=O)Oc1cc(C(*)=O)cc(=O)[nH]1,polyester,0.150 
248,O=C(O)c1cc(O)[nH]c(=O)c1,O=C(O)c1ccncc1O,*Oc1cc(C(=O)Oc2cnccc2C(*)=O)cc(=O)[nH]1,polyester,0.150 
249,C=CNC(N)=O,NC1=NC2=NC=CC2C(N)=N1,*C(CC1C(*)N=C2N=C(N)N=C(N)C21)NC(N)=O,polyolefin,0.146 
250,OCC1OC=CC(O)C1O,,*C1OC(CO)C(O)C(O)C1*,polyolefin,0.144 
251,C=CNC(N)=O,OC1=CCC(O)CC1,*C(CC1CC(O)CCC1(*)O)NC(N)=O,polyolefin,0.143 
252,C=CC(O)CO,OC1=CCC(O)CC1,*C(CC1(O)CCC(O)CC1*)C(O)CO,polyolefin,0.137 
253,O=C(O)c1cc(O)[nH]c(=O)c1,O=C(O)c1cscc1O,*Oc1cc(C(=O)Oc2cscc2C(*)=O)cc(=O)[nH]1,polyester,0.136 
254,O=C(O)c1cnncc1O,O=C(O)c1cc(O)[nH]c(=O)c1,*Oc1cnncc1C(=O)Oc1cc(C(*)=O)cc(=O)[nH]1,polyester,0.133 
255,C=CNC(N)=O,OC1=CCC(O)CC1,*C(CC1(O)CCC(O)CC1*)NC(N)=O,polyolefin,0.131 
256,NC1C=CC(O)C(O)C1O,,*C1C(*)C(O)C(O)C(O)C1N,polyolefin,0.130 
257,C=CNC(N)=O,NC1=NC2=NC=CC2C(N)=N1,*CC(NC(N)=O)C1N=C2N=C(N)N=C(N)C2C1*,polyolefin,0.127 
258,O=C(O)c1cscc1O,,*Oc1cscc1C(*)=O,polyester,0.120 
